original,cleaned_sliding,best_abf,best_abgf,best_kalman,lsm_trend
29.2549,29.2549,29.480692290559887,29.19717882430674,29.2549,30.341370167642207
29.2549,29.2549,29.476832650295844,29.2000699143709,29.2549,30.425103598705835
29.2549,29.2549,29.47315469167425,29.203240509426966,29.2549,30.508488534067144
29.2549,29.2549,29.469655552604337,29.20655398638105,29.2549,30.591524973726138
29.2549,29.2549,29.46633030938284,29.209904508296294,29.2549,30.67421291768281
29.2549,29.2549,29.463172631724746,29.213212114118956,29.2549,30.75655236593716
29.2549,29.2549,29.46017528454912,29.21641824827889,29.2549,30.838543318489197
29.2549,29.2549,29.45733050851134,29.219481789374242,29.2549,30.920185775338915
29.2549,29.2549,29.45463030506369,29.222375592889936,29.2549,31.001479736486317
29.2549,29.2549,29.452066646739787,29.225083533356347,29.2549,31.0824252019314
29.2549,29.2549,29.449631629210394,29.22759801284839,29.2549,31.163022171674164
29.2549,29.2549,29.447317578289866,29.229917892293052,29.2549,31.243270645714613
29.5,29.2549,29.44511712234784,29.23204679736167,29.2549,31.32317062405274
29.5,29.2549,29.443023238384953,29.233991749973175,29.2549,31.402722106688547
29.5,29.5,29.49004927826823,29.284782078267398,29.479431154837716,31.481925093622042
29.8,29.5,29.52768642283343,29.327553488680632,29.498273858052592,31.56077958485321
29.9,29.5,29.557752215022607,29.36343318142195,29.499855141793372,31.63928558038207
29.9,29.8,29.641716135694036,29.453414732178462,29.774811778397765,31.717443080208604
29.9,29.9,29.72912281369592,29.54854875707127,29.889494177289766,31.795252084332823
31.0,29.9,29.799294613577672,29.62775790285951,29.89911834907944,31.872712592754727
31.2,29.9,29.85557290017737,29.69346064523742,29.899926011663513,31.949824605474305
31.3,31.0,30.120655810460963,29.96774575057668,30.90768155229233,32.026588122491574
31.3,31.2,30.373880186347456,30.2355509660099,31.17546857246439,32.103003143806525
31.3,31.3,30.597516106255693,30.477412946701858,31.289549295590298,32.17906966941915
31.4,31.3,30.77729749298197,30.677229025182836,31.299122974619177,32.25478769932946
31.5,31.3,30.92175363154651,30.8417476580375,31.299926399839816,32.330157233537456
31.5,31.4,31.057762493534824,30.99670830153875,31.391601801768555,32.40517827204312
31.5,31.5,31.18696026521048,31.14354741409938,31.490903199692806,32.479850814846486
31.5,31.5,31.29066617570331,31.263493218850563,31.49923659454512,32.554174861947516
31.5,31.5,31.373857210934652,31.361051750330656,31.499935934848644,32.62815041334624
31.5,31.5,31.440542821002953,31.44001712506817,31.499994623638603,32.701777469042646
31.5,31.5,31.493952269938312,31.50357658862784,31.499999548814586,32.775056029036726
31.5,31.5,31.536685870774974,31.554401611508275,31.49999996213642,32.847986093328494
31.5,31.5,31.570837030051145,31.594726532836575,31.49999999682248,32.920567661917936
31.5,31.5,31.598090707127096,31.62641617886714,31.49999999973334,32.992800734805066
31.5,31.5,31.619802824059036,31.651023787451756,31.49999999997762,33.06468531198988
31.5,31.5,31.63706429463796,31.66984046064691,31.49999999999812,33.136221393472375
31.6,31.5,31.650752638634476,31.683937253251113,31.499999999999844,33.20740897925255
38.8,31.5,31.66157357834233,31.694200890821254,31.499999999999986,33.278248069330395
37.0,31.6,31.69009455399236,31.72136400035084,31.591607978309963,33.34873866370594
37.0,37.0,32.79283738549406,32.822453292288046,36.54612656845747,33.41888076237916
36.2,37.0,33.67840547797249,33.724942928559024,36.96191084317963,33.488674365350064
36.2,37.0,34.38946308245839,34.46353953799063,36.99680354969808,33.55811947261865
36.2,36.2,34.800309066647884,34.90702010635045,36.26686792671766,33.627216084184916
34.0,36.2,35.130034311627455,35.268102549717725,36.205611570913824,33.695964200048856
34.0,36.2,35.394598365258275,35.561419394455385,36.20047092424824,33.76436382021049
34.4,34.4,35.24682681908128,35.43906427241742,34.55109591048575,33.83241494466981
35.8,34.4,35.12801573444047,35.33640497820068,34.412680001580725,33.9001175734268
35.7,34.4,35.03246719909951,35.25005465505913,34.40106410848295,33.967471706481476
35.7,35.7,35.215603420860944,35.43721173860884,35.5909930182442,34.03447734383383
35.5,35.7,35.36243108023005,35.58807938655846,35.6908521104474,34.10113448548387
35.3,35.7,35.48011071347261,35.70925111018269,35.69923230712457,34.16744313143159
35.1,35.5,35.53439320985408,35.76614971353052,35.51671961842746,34.233403281677
35.0,35.3,35.53779793719434,35.77057264205445,35.318187157385,34.299014936220075
34.75,35.1,35.50037759910462,35.7322068810821,35.11831031357263,34.36427809506084
34.9,35.0,35.450203480554165,35.67899998885199,35.00992862717657,34.42919275819929
34.9,34.9,35.389801982172415,35.61377982280814,34.90922523423622,34.493758925635426
35.0,34.9,35.341201056464065,35.55885974699258,34.90077418365806,34.55797659736924
34.5,34.9,35.3020731905857,35.512432735372,34.900064969660505,34.62184577340073
34.5,34.9,35.27054997854752,35.47301351882735,34.900005452268,34.685366453729905
34.5,34.5,35.16513165151614,35.35938152987535,34.53356854431566,34.74853863835676
34.55,34.5,35.08044513043864,35.26538167522789,34.50281707952,34.8113623272813
34.6,34.5,35.012394540196354,35.18746942138991,34.50023640992434,34.87383752050353
34.7,34.55,34.967692908705786,35.13274131138756,34.54582382872711,34.93596421802343
34.7,34.6,34.94172258287511,35.096957177979796,34.595453523955946,34.99774241984102
34.7,34.7,34.940778399565424,35.08664886868279,34.69122643705421,35.05917212595628
34.7,34.7,34.93990684712638,35.077114028016915,34.6992637206946,35.12025333636923
34.85,34.7,34.9390958693121,35.068248421525865,34.699938211280994,35.18098605107986
35.0,34.7,34.93833572428968,35.05996507801591,34.699994814677304,35.24137027008818
35.2,34.85,34.96761853013706,35.082191261282325,34.83741153231154,35.30140599339417
35.35,35.0,35.02099187292735,35.12924289811612,34.986355540526084,35.361093220997844
35.25,35.2,35.10368126693282,35.206484029897695,35.182070910621384,35.42043195289921
35.0,35.2,35.16987464164743,35.26825714099828,35.198495386930524,35.47942218909825
35.0,35.2,35.22284221367024,35.317470153621294,35.19987373254486,35.538063929594976
35.0,35.0,35.22520667371971,35.31649180406054,35.016773446987855,35.596357174389375
35.0,35.0,35.22700518115032,35.31478226780841,35.00140763130939,35.65430192348146
35.1,35.0,35.22835172106805,35.312505192859604,35.0001181287248,35.71189817687122
35.1,35.0,35.22933764883548,35.30979268289924,35.000009913388205,35.76914593455868
35.1,35.1,35.250036171675376,35.32675118497209,35.09160881024365,35.82604519654382
35.2,35.1,35.26653691142922,35.33968841248776,35.0992958095356,35.88259596282662
35.2,35.1,35.27967406059937,35.349381275696,35.09994090418349,35.93879823340712
35.3,35.2,35.31011641058393,35.37646079565251,35.191603018976224,35.99465200828529
35.3,35.2,35.33442964721138,35.39765297031558,35.19929532353118,36.050157287461154
35.3,35.3,35.373831388531066,35.43408524122442,35.29154884170785,36.105314070934696
35.25,35.3,35.405326366063186,35.462881668935374,35.29929077696306,36.16012235870593
35.25,35.3,35.43048523956296,35.48549957318227,35.29994048184891,36.214582150774824
35.15,35.25,35.440567062429565,35.49312221673261,35.25419101606887,36.26869344714141
35.05,35.25,35.44856739185666,35.49860952981965,35.25035171097753,36.32245624780568
35.05,35.15,35.43490080519348,35.48238219013627,35.15842153735156,36.37587055276763
34.95,35.05,35.403873041400175,35.44858482933746,35.05909875893121,36.428936362027265
35.1,35.05,35.378935185580765,35.42058037106111,35.050763569823026,36.481653675584575
35.4,35.05,35.35887897503894,35.39728846517187,35.05006407894516,36.53402249343958
35.55,35.1,35.352735980907276,35.38783189806269,35.09580936667396,36.58604281559225
35.55,35.4,35.407742531494684,35.43959218346028,35.37447225607221,36.63771464204261
36.0,35.55,35.48174538475038,35.51090867082546,35.535269673657545,36.68903797279066
36.1,35.55,35.540968413438605,35.56805144243365,35.54876382781833,36.74001280783638
36.5,36.0,35.678349542888,35.703724744533396,35.96213216255722,36.79063914717979
36.8,36.1,35.8083494874572,35.832927663758305,36.08843010117822,36.840916990820865
36.8,36.5,35.99243442286563,36.01688239481821,36.465460964821204,36.890846338759644
37.0,36.8,36.19984822336971,36.22510643681951,36.77192541160615,36.9404271909961
36.9,36.8,36.36594935874982,36.39293410882347,36.7976439744526,36.98965954753023
37.0,36.9,36.51895161193545,36.548071051015754,36.891410260135,37.03854340836204
37.0,37.0,36.66145850229092,36.69292914083952,36.99088712547737,37.087078773491534
36.9,37.0,36.77555612635591,36.809462087925596,36.999235245593475,37.13526564291872
36.8,36.9,36.8468944789968,36.88308554001769,36.90832784333437,37.183104016643576
36.8,36.9,36.903979228797205,36.94201920066169,36.90069887441893,37.23059389466612
36.7,36.8,36.92964598840692,36.969080289755766,36.80845067138286,37.27773527698634
36.5,36.8,36.950145947697266,36.9903871356232,36.8007091821754,37.32452816360425
36.5,36.7,36.94650768086734,36.9870512210788,36.70845153641202,37.37097255451984
36.65,36.65,36.9335351048527,36.97381297985766,36.654905265613856,37.41706844973311
36.8,36.65,36.92308668793556,36.96258605350911,36.65041165095427,37.462815849244066
37.0,36.65,36.91466105418432,36.95299602919531,36.65003454583737,37.50821475305269
37.8,36.8,36.93785653177073,36.97473969910914,36.787414866559104,37.55326516115901
38.0,37.0,36.99637998894571,37.03180077454154,36.98215980949184,37.597967073563005
38.2,37.8,37.20319960846189,37.237389432178915,37.7313666738227,37.64232049026469
38.5,38.0,37.40879431037721,37.4429157869817,37.97745623300053,37.68632541126405
38.9,38.2,37.61340607505868,37.64837254195269,38.18132407880358,37.729981836561095
39.0,38.5,37.83722877331259,37.873754343847864,38.47325664757226,37.77328976615582
39.2,38.9,38.096435690982005,38.135203495319175,38.864187605303464,37.81624920004822
39.5,39.0,38.32397939902198,38.365747359074554,38.98860259437931,37.85886013823831
39.5,39.2,38.54616245320883,38.59132072580687,39.18225948386814,37.90112258072608
39.65,39.5,38.78405040962666,38.83286243193018,39.473335146968175,37.94303652751154
39.65,39.5,38.97451388630719,39.02727273858439,39.49776227974995,37.98460197859467
39.35,39.5,39.1269957171262,39.18362793340903,39.49981221003125,38.02581893397548
39.0,39.5,39.249059080343784,39.30926090818694,39.49998424062509,38.066687393653986
38.5,39.35,39.31676156470932,39.38009543368062,39.3625867100049,38.107207357630166
38.4,39.0,39.3009303327883,39.36671170216219,39.03042835534881,38.14737882590403
38.65,38.65,39.21820466765756,39.28538407305996,38.681925630095925,38.18720179847558
38.6,38.6,39.14191087968938,39.209255255826875,38.60687521664735,38.2266762753448
38.6,38.6,39.08076906884593,39.14733750419159,38.60057696967228,38.2658022565117
38.8,38.6,39.031761963859054,39.096898924944725,38.60004841942004,38.30457974197629
38.85,38.65,39.0024731207856,39.06573344874795,38.645808052523215,38.343008731738564
39.4,38.8,39.008974921375255,39.070124802152804,38.78706017832345,38.381089225798526
39.5,38.85,39.024137009341544,39.08320185485034,38.84471807651323,38.418821224156154
39.5,39.4,39.14623425196609,39.2032899342544,39.35340062054013,38.456204726811464
39.5,39.5,39.26395878008931,39.31967312629605,39.48769734827827,38.49323973376447
39.5,39.5,39.35818139473528,39.41306421778507,39.49896755879906,38.529926245015155
39.5,39.5,39.43358503475061,39.48791324983066,39.49991335731048,38.566264260563514
39.55,39.5,39.493919781218544,39.54781126661382,39.499992728926706,38.602253780409555
39.65,39.5,39.54218865011183,39.595655889826716,39.49999938980995,38.63789480455328
39.75,39.55,39.590796388879454,39.6437850224562,39.545803937947696,38.67318733299469
39.75,39.65,39.64967554239331,39.70214565766539,39.6412558438724,38.708131365733784
39.75,39.75,39.71677892057889,39.768755401787324,39.74087416683112,38.742726902770556
39.9,39.75,39.77046723290098,39.82201506698257,39.74923415810107,38.776973944105016
39.9,39.75,39.81341446300378,39.86451554101742,39.74993573038173,38.81087248973714
39.8,39.8,39.85776176246827,39.90834654122053,39.79579859563467,38.84442253966696
39.8,39.8,39.893230151489725,39.943252184713906,39.799647417234375,38.87762409389446
39.8,39.8,39.92158976715127,39.97096769697382,39.79997041117783,38.910477152419645
39.8,39.8,39.944257975181735,39.99289234717548,39.79999751689962,38.94298171524251
39.8,39.8,39.962369661673485,40.01015440119278,39.79999979161767,38.97513778236305
39.8,39.8,39.976833521124085,40.023663531601144,39.79999998251251,39.006945353781276
39.8,39.8,39.98837713015129,40.03415310387467,39.79999999853244,39.038404429497184
39.8,39.8,39.99758304073405,40.04221429198792,39.79999999987684,39.06951500951078
39.8,39.8,40.0049176819396,40.0483236002815,39.79999999998966,39.10027709382206
39.8,39.8,40.01075450279119,40.05286506451476,39.79999999999913,39.130690682431
39.8,39.8,40.01539250357652,40.056148159596226,39.799999999999926,39.160755775337634
39.8,39.8,40.01907107436829,40.058422243308556,39.79999999999999,39.190472372541954
39.8,39.8,40.02198187651099,40.05988820534255,39.8,39.21984047404396
39.8,39.8,40.02427835626101,40.060707861782475,39.8,39.248860079843645
39.8,39.8,40.026083362391546,40.06101153091048,39.8,39.27753118994101
39.8,39.8,40.02749524557743,40.06090414202833,39.8,39.30585380433605
39.8,39.8,40.028592742101424,40.06047016105933,39.8,39.33382792302878
39.8,39.8,40.029438884144746,40.05977756186474,39.8,39.36145354601919
39.8,39.8,40.03008413065332,40.05888102796198,39.8,39.388730673307286
40.6,39.8,40.0305688741171,40.057824533626786,39.8,39.41565930489306
40.6,39.8,40.03092544764586,40.05664342455128,39.8,39.44223944077651
40.8,40.6,40.191179731938654,40.215366094984844,40.53286382647969,39.46847108095764
40.8,40.6,40.31943748042897,40.342839610084575,40.59436591775631,39.49435422543647
41.0,40.8,40.462080609920115,40.485147742245715,40.782743143215995,39.51988887421297
41.0,40.8,40.57623918037547,40.599395175360584,40.79855180083567,39.545075027287155
41.3,41.0,40.70759494640637,40.7310471403184,40.983094423431936,39.569912684659016
41.3,41.0,40.812716989473486,40.836707388820415,40.99858128034758,39.59440184632855
41.4,41.3,40.9568383777441,40.98144008150402,41.27470487566893,39.61854251229579
41.45,41.3,41.07217861537105,41.09762299701226,41.297877227679614,39.6423346825607
41.5,41.4,41.184479176753385,41.210820023028965,41.391429834796405,39.665778357123294
41.5,41.45,41.28434622242321,41.31161073207405,41.44508477903223,39.68887353598357
41.4,41.45,41.364260117461896,41.392412900806306,41.449587513590274,39.71162021914152
41.0,41.45,41.428201624946304,41.45712483842135,41.44996538405103,39.73401840659716
40.8,41.4,41.46935744925242,41.49888574833457,41.40419310586707,39.756068098350475
40.0,41.0,41.42227385185812,41.45217518204853,41.033919973114,39.77776929440148
39.95,40.8,41.34455714811945,41.37426404300095,40.819630614881056,39.799121994750166
40.2,40.2,41.162320096716975,41.19124944174416,40.25199953559894,39.820126199396526
40.35,40.2,41.01641889518499,41.04366017825671,40.204363812306184,39.840781908340574
40.35,40.2,40.89960411427483,40.92459155933193,40.20036621207525,39.8610891215823
40.4,40.35,40.836072592856254,40.85848446927182,40.33744270006173,39.88104783912172
40.45,40.35,40.78519248327725,40.80500372713313,40.3489461886655,39.90065806095881
40.45,40.4,40.7544396727655,40.77168926587598,40.395715553079214,39.91991978709358
40.45,40.45,40.73979808296871,40.75460696071442,40.445444437440095,39.938833017526036
40.45,40.45,40.72805291962881,40.74058982567587,40.44961769620187,39.95739775225618
40.5,40.45,40.71862645039501,40.72904259913571,40.449967916982345,39.975613991284
40.3,40.45,40.711056213365296,40.71948607612034,40.4499973075862,39.9934817346095
40.25,40.45,40.704972019427714,40.711534484972475,40.44999977405205,40.01100098223269
40.25,40.3,40.67007754248003,40.67487727167994,40.31258801357345,40.02817173415355
40.3,40.3,40.64212292457901,40.6451292780705,40.30105638882943,40.04499399037209
40.3,40.3,40.6197234433414,40.62094395718481,40.30008865237969,40.061467750888326
40.3,40.3,40.60177069201902,40.60123753446005,40.30000743972693,40.07759301570224
40.2,40.3,40.58737744565827,40.58513774778523,40.3000006243435,40.09336978481384
40.1,40.3,40.57583352733249,40.57194258173894,40.30000005239504,40.10879805822311
39.8,40.2,40.546570479949004,40.5410870485537,40.20839202608705,40.12387783593006
39.8,40.1,40.50312525745072,40.4960287605521,40.1090962823395,40.138609117934706
39.4,39.8,40.40832894752003,40.39954995726046,39.82593942705703,40.15299190423703
39.3,39.8,40.332431829569806,40.32171550178526,39.80217684234489,40.167026194837035
39.3,39.4,40.19166198373096,40.178883547164396,39.43375076784189,40.18071198973471
39.2,39.3,40.05896918692932,40.04377901115873,39.31122439344788,40.194049288930074
39.2,39.3,39.95274179583143,39.93489763982481,39.30094195353272,40.207038092423126
39.4,39.3,39.867697469394955,39.847114463405866,39.300079048944774,40.21967840021386
39.6,39.3,39.799608157224206,39.7763060507567,39.300006633804585,40.23197021230227
39.8,39.4,39.765089689968576,39.73915486721726,39.39160853502028,40.243913528688374
39.8,39.6,39.7774408285518,39.7490762088526,39.58251174305872,40.25550834937214
39.9,39.8,39.82730530210216,39.79685669474481,39.7817483383042,40.26675467435359
40.0,39.8,39.86719437126395,39.83508437168935,39.798468316591695,40.27765250363274
40.05,39.9,39.91909949870203,39.88562995964975,39.891479439106114,40.28820183720956
40.1,40.0,39.980621872347484,39.946081341759836,39.990892930991635,40.29840267508407
40.1,40.05,40.039841511241185,40.00449817585826,40.04503972194847,40.30825501725625
40.1,40.1,40.097218127478406,40.061278486347625,40.09538772154501,40.31775886372611
40.15,40.1,40.143119666433925,40.106742441402346,40.099612936591654,40.32691421449366
40.15,40.1,40.17983711417582,40.14310671837927,40.099967517554816,40.3357210695589
40.15,40.15,40.21920412054097,40.18215427872728,40.14580126322113,40.34417942892181
40.15,40.15,40.25069174532541,40.21335973538146,40.14964764109881,40.352289292582405
40.15,40.15,40.27587320949727,40.238260123624855,40.14997042996458,40.36005066054068
40.15,40.15,40.29600766670145,40.25809165081903,40.14999751847621,40.367463532796634
40.15,40.15,40.3121028976108,40.27384854779323,40.149999791749984,40.37452790935028
40.2,40.15,40.324965489943715,40.286330411664345,40.14999998252361,40.38124379020161
40.15,40.15,40.33524100195936,40.296180289692266,40.149999998533374,40.387611175350614
40.15,40.15,40.34344610872166,40.303915314230956,40.14999999987692,40.39363006479729
40.05,40.15,40.34999433139195,40.30995134513399,40.14999999998967,40.39930045854166
39.9,40.15,40.35521663041503,40.31462279135646,40.14999999999913,40.40462235658371
39.9,40.05,40.33937788781139,40.29819855447661,40.05839202168996,40.409595758923444
40.0,40.0,40.316683682219065,40.27481670095467,40.00490027112547,40.41422066556086
40.0,40.0,40.29850310073003,40.25584369980532,40.00041123181572,40.41849707649595
40.05,40.0,40.283935038455745,40.2404171234512,40.00003451066317,40.422424991728725
39.85,40.0,40.272258305239795,40.22784346336561,40.00000289614234,40.426004411259186
39.85,40.0,40.262895705387145,40.21756505209245,40.000000243044894,40.42923533508733
39.95,39.95,40.24538528855868,40.19913346047966,39.9541960312414,40.43211776321316
39.9,39.9,40.22135426805378,40.17414983383678,39.90454814269692,40.43465169563665
39.95,39.9,40.20210494573211,40.153901532498914,39.900381681121615,40.43683713235784
40.0,39.95,40.19668261326694,40.14746161102533,39.94583601991749,40.43867407337671
39.9,39.95,40.19232620112434,40.14212265341192,39.94965055788831,40.44016251869326
39.95,39.95,40.18882298106528,40.137670125825125,39.9499706747422,40.4413024683075
40.0,39.95,40.18600270131299,40.13393152755741,39.94999753901801,40.442093922219414
39.85,39.95,40.18372910521072,40.13076815494836,39.94999979347386,40.442536880429
39.85,39.9,40.17189314328431,40.11806847865182,39.9041959935133,40.44263134293628
39.75,39.85,40.15240463701675,40.09770554742006,39.85454813953077,40.44237730974124
39.65,39.85,40.13679203236047,40.08118513419608,39.85038168085592,40.441774780843886
39.7,39.75,40.10428141704978,40.04775476021727,39.75842405243026,40.440823756244214
39.7,39.7,40.068247735934044,40.01073565169961,39.70490295915215,40.439524235942216
39.75,39.7,40.03939478851808,39.98083447129056,39.700411457395504,40.4378762199379
39.85,39.7,40.01628862899652,39.95665594586738,39.70003452959388,40.43587970823127
39.85,39.75,40.0077816711063,39.94707844627272,39.74580688688599,40.43353470082232
39.75,39.75,40.00095827140284,39.939236794707355,39.749648113037985,40.43084119771106
39.75,39.75,39.99548230759943,39.93279149385607,39.749970469569824,40.42779919889747
39.8,39.8,40.00108478237246,39.93746963219955,39.795801510954874,40.42440870438156
39.85,39.8,40.00555313024847,39.941087959524346,39.79964766188868,40.420669714163346
39.95,39.8,40.009113966898354,39.94385554848077,39.799970431709276,40.4165822282428
39.95,39.85,40.02194864866194,39.95594043672721,39.84580150777761,40.41214624661995
40.0,39.95,40.05220496891343,39.98551349134666,39.94125563993201,40.40736176929478
40.0,39.95,40.076403279060486,40.00914022990017,39.94926617140644,40.40222879626728
40.2,40.0,40.10575363898201,40.03798897520504,39.99574240610024,40.39674732753746
40.25,40.0,40.12922703832888,40.06103425148316,39.99964270179646,40.39091736310534
40.05,40.05,40.15799739540096,40.08941645147781,40.04577400461224,40.38473890297089
40.05,40.05,40.18100673812096,40.112087423027695,40.04964535355044,40.378211947134126
40.05,40.05,40.19940584500194,40.13016955683711,40.04997023799303,40.37133649559504
40.05,40.05,40.21411565003938,40.14456490335757,40.04999750236592,40.36411254835363
40.05,40.05,40.22587314760293,40.155998416234794,40.049999790398005,40.35654010540991
40.15,40.05,40.23526812948418,40.1650527110094,40.04999998241015,40.348619166763875
40.12,40.05,40.242772584973864,40.172196003428525,40.04999999852385,40.34034973241552
40.15,40.12,40.2627642292206,40.19180456533403,40.11412558469309,40.33173180236484
40.2,40.15,40.28474877316129,40.21342925322227,40.14698941128627,40.32276537661184
40.15,40.15,40.30232818206043,40.2306742396147,40.149747350742146,40.313450455156534
40.25,40.15,40.316382468768325,40.24440076112874,40.14997879761948,40.30378703799891
40.25,40.2,40.33761586905274,40.26530090588866,40.19580220984661,40.293775125138964
40.2,40.2,40.354594346505706,40.28196508777897,40.19964772053983,40.2834147165767
40.3,40.25,40.37816792697135,40.30522640864454,40.24577442578627,40.27270581231211
40.38,40.25,40.39701921058282,40.32378840635792,40.24964538889545,40.26164841234521
40.35,40.3,40.42209159606071,40.34857529043623,40.29577423011417,40.25024251667599
40.2,40.3,40.442142372924565,40.36836361817757,40.29964537247461,40.23848812530446
40.25,40.3,40.45817474327657,40.38413647245556,40.29997023958115,40.2263852382306
40.3,40.3,40.47099151461865,40.39668378986884,40.299997502499195,40.213933855454414
40.3,40.3,40.48123512825725,40.40664029878502,40.29999979040919,40.201133976975925
40.25,40.25,40.47941969238018,40.40451600713436,40.25419599325611,40.187985602795116
40.25,40.25,40.47795435152984,40.40268721530139,40.25035212866417,40.17448873291199
40.25,40.25,40.47676924863897,40.401096668044175,40.250029550713876,40.16064336732654
40.25,40.25,40.47580848064443,40.399698352350654,40.25000247990232,40.146449506038785
40.25,40.25,40.47502731110309,40.39845528881132,40.25000020811394,40.131907149048686
40.2,40.25,40.474389939586565,40.39733775683162,40.25000001746497,40.11701629635629
40.15,40.25,40.473867716641976,40.396321868482346,40.250000001465665,40.101776947961575
40.2,40.2,40.46343771531921,40.38538842251555,40.20419601096802,40.08618910386454
40.2,40.2,40.45507941719623,40.376489055938336,40.200352130150556,40.07025276406519
40.25,40.2,40.44837901814236,40.36922461901494,40.200029550838615,40.0539679285635
40.25,40.2,40.443005379799175,40.36327441517672,40.20000247991279,40.03733459735951
40.25,40.25,40.44869351574617,40.368380782324785,40.2458041972698,40.0203527704532
40.25,40.25,40.45323349602158,40.372369327072754,40.24964788732481,40.00302244784458
40.25,40.25,40.45685477491492,40.37546058858507,40.24997045062793,39.98534362953364
40.2,40.25,40.459740966235344,40.37783173944358,40.249997520210286,39.96731631552036
40.0,40.25,40.46203900096965,40.37962511035438,40.24999979189551,39.94894050580478
40.1,40.2,40.45386645554676,40.370955039446756,40.20419599338085,39.93021620038688
40.1,40.1,40.42731535821881,40.34388111779194,40.10874415036467,39.91114339926666
39.95,40.1,40.406057738739236,40.322025739241404,40.100733810995216,39.89172210244413
39.8,40.0,40.36903607984253,40.28436317315121,40.008453603267924,39.87195230991928
39.8,39.95,40.329400095693835,40.24400530415478,39.95490543906486,39.85183402169209
39.8,39.8,40.26767223825195,40.181483978023984,39.81299969804537,39.831367237762606
