value
27.7
27.75
27.78
27.75
27.85
28.0
28.3
28.1
28.0
27.98
28.05
28.2
28.2
28.42
28.45
28.9
28.98
29.25
29.25
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.2549
29.5
29.5
29.5
29.8
29.9
29.9
29.9
31.0
31.2
31.3
31.3
31.3
31.4
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.5
31.6
38.8
37.0
37.0
36.2
36.2
36.2
34.0
34.0
34.4
35.8
35.7
35.7
35.5
35.3
35.1
35.0
34.75
34.9
34.9
35.0
34.5
34.5
34.5
34.55
34.6
34.7
34.7
34.7
34.7
34.85
35.0
35.2
35.35
35.25
35.0
35.0
35.0
35.0
35.1
35.1
35.1
35.2
35.2
35.3
35.3
35.3
35.25
35.25
35.15
35.05
35.05
34.95
35.1
35.4
35.55
35.55
36.0
36.1
36.5
36.8
36.8
37.0
36.9
37.0
37.0
36.9
36.8
36.8
36.7
36.5
36.5
36.65
36.8
37.0
37.8
38.0
38.2
38.5
38.9
39.0
39.2
39.5
39.5
39.65
39.65
39.35
39.0
38.5
38.4
38.65
38.6
38.6
38.8
38.85
39.4
39.5
39.5
39.5
39.5
39.5
39.55
39.65
39.75
39.75
39.75
39.9
39.9
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
39.8
40.6
40.6
40.8
40.8
41.0
41.0
41.3
41.3
41.4
41.45
41.5
41.5
41.4
41.0
40.8
40.0
39.95
40.2
40.35
40.35
40.4
40.45
40.45
40.45
40.45
40.5
40.3
40.25
40.25
40.3
40.3
40.3
40.2
40.1
39.8
39.8
39.4
39.3
39.3
39.2
39.2
39.4
39.6
39.8
39.8
39.9
40.0
40.05
40.1
40.1
40.1
40.15
40.15
40.15
40.15
40.15
40.15
40.15
40.2
40.15
40.15
40.05
39.9
39.9
40.0
40.0
40.05
39.85
39.85
39.95
39.9
39.95
40.0
39.9
39.95
40.0
39.85
39.85
39.75
39.65
39.7
39.7
39.75
39.85
39.85
39.75
39.75
39.8
39.85
39.95
39.95
40.0
40.0
40.2
40.25
40.05
40.05
40.05
40.05
40.05
40.15
40.12
40.15
40.2
40.15
40.25
40.25
40.2
40.3
40.38
40.35
40.2
40.25
40.3
40.3
40.25
40.25
40.25
40.25
40.25
40.2
40.15
40.2
40.2
40.25
40.25
40.25
40.25
40.25
40.2
40.0
40.1
40.1
39.95
39.8
39.8
39.8
