Дата,original,fitted_simple,forecast_simple,fitted_holt,forecast_holt,fitted_hw,forecast_hw
2022-09-30,41.5,41.49248220787502,,41.5498782474385,,41.58409501467816,
2022-10-03,41.4,41.49902907868505,,41.55681376496864,,41.47371089466338,
2022-10-03,41.0,41.412789585252774,,41.47142200645003,,41.39729890136083,
2022-10-04,40.8,41.05331169048677,,41.11439999234045,,41.0662747946499,
2022-10-04,40.0,40.832715153003775,,40.89294953740287,,40.86460577168846,
2022-10-05,39.95,40.107544991653306,,40.1719840028305,,40.16607534252557,
2022-10-05,40.2,39.970346903441424,,40.0303247788317,,40.03329915168325,
2022-10-06,40.35,40.17034034956197,,40.22682101642668,,40.453117601957956,
2022-10-06,40.35,40.32679699290075,,40.38317277197481,,40.30924090328611,
2022-10-07,40.4,40.34700333638001,,40.40453166426654,,40.37271533306004,
2022-10-10,40.45,40.393155491735556,,40.45061906135068,,40.376621570649625,
2022-10-11,40.45,40.44265854338691,,40.50008456870002,,40.447574044562934,
2022-10-12,40.45,40.449051852380336,,40.50684195009255,,40.541049748242145,
2022-10-12,40.45,40.44987754692889,,40.50776506208979,,40.424659789659316,
2022-10-13,40.5,40.449984185210916,,40.50789116652433,,40.433784494659825,
2022-10-14,40.3,40.49354046775224,,40.55107799605612,,40.50303347893032,
2022-10-16,40.25,40.32499571181563,,40.384299249508175,,40.355977207061066,
2022-10-18,40.25,40.259685680838345,,40.31834634472155,,40.31256902670043,
2022-10-18,40.3,40.251250903698775,,40.30933665381832,,40.31235494532483,
2022-10-20,40.3,40.2937040641858,,40.35127546110738,,40.57754774655195,
2022-10-21,40.3,40.29918688117762,,40.35700463545908,,40.28303993021127,
2022-10-24,40.2,40.29989498587044,,40.357787286203674,,40.32596244200386,
2022-10-25,40.1,40.21290141698862,,40.27155499718704,,40.19753041115107,
2022-10-25,39.8,40.11458119490668,,40.173435775915536,,40.1208926292394,
2022-10-26,39.8,39.84062809696507,,39.901014294580165,,39.93516292443673,
2022-10-26,39.4,39.80524711041132,,39.86379935537211,,39.78067853527495,
2022-10-27,39.3,39.45233758140404,,39.51335867762812,,39.439181175557614,
2022-10-28,39.3,39.319674367473056,,39.37914649086598,,39.3310575406566,
2022-10-30,39.2,39.30254094053415,,39.36081203960741,,39.33251302892268,
2022-10-31,39.2,39.21324314149213,,39.27196820253886,,39.266189540462186,
2022-11-01,39.4,39.20171034901442,,39.259831428378064,,39.262848923614534,
2022-11-02,39.6,39.37439093214137,,39.430851859235844,,39.65714933523124,
2022-11-03,39.8,39.57086263504123,,39.62689301979846,,39.5529690514793,
2022-11-04,39.8,39.770406956192566,,39.826352210871505,,39.794571864128784,
2022-11-07,39.9,39.79617806444642,,39.85359992141872,,39.7796036479311,
2022-11-08,40.0,39.88659141826318,,39.94366138053729,,39.89115897902854,
2022-11-09,40.05,39.985353304869854,,40.04230369687407,,40.07653061213873,
2022-11-10,40.1,40.041650892549384,,40.09894862383261,,40.015856880845085,
2022-11-11,40.1,40.09246422470983,,40.14985637366054,,40.07576150062169,
2022-11-11,40.1,40.09902675616295,,40.15681077683675,,40.10876076819818,
2022-11-14,40.15,40.09987430575755,,40.157760803575314,,40.12947088566633,
2022-11-14,40.15,40.14352627684332,,40.20106018744133,,40.19530866521828,
2022-11-15,40.15,40.14916391997871,,40.206975227365575,,40.20999996357206,
2022-11-15,40.15,40.1498920204363,,40.2077832688244,,40.43404837220215,
2022-11-15,40.15,40.149986054461436,,40.20789365370895,,40.13392686730141,
2022-11-15,40.15,40.14999819893655,,40.207908733161375,,40.17608345457161,
2022-11-15,40.15,40.14999976739303,,40.20791079313442,,40.133903049225225,
2022-11-17,40.2,40.149999969958856,,40.207911074543105,,40.15538945659568,
2022-11-18,40.15,40.19354250634921,,40.25108071564969,,40.28529413674966,
2022-11-18,40.15,40.15562350578706,,40.213808429018044,,40.130696437715926,
2022-11-21,40.05,40.150726274621945,,40.20871673847168,,40.13460812723761,
2022-11-21,39.9,40.063008777760814,,40.121681967752934,,40.07361166340082,
2022-11-22,39.9,39.92105255029942,,39.980283518439904,,39.951962931996384,
2022-11-23,40.0,39.90271893256423,,39.96096736660965,,39.95519938775643,
2022-11-24,40.0,39.98743617004246,,40.04466783209742,,40.047705568440335,
2022-11-25,40.05,39.99837738393129,,40.05610198082732,,40.28237094057788,
2022-11-26,39.85,40.043332949695696,,40.10083357907175,,40.02687606430224,
2022-11-28,39.85,39.87496891090109,,39.9342658602058,,39.902409197437336,
2022-11-29,39.95,39.853224729734734,,39.91151138614144,,39.83749490007615,
2022-11-30,39.9,39.93750149364356,,39.99474214948863,,39.942235651427744,
2022-12-01,39.95,39.904843310231996,,39.96294253050962,,39.99714332104041,
2022-12-02,40.0,39.94416802275464,,40.0017680525183,,39.91866925261313,
2022-12-05,39.9,39.992789311560884,,40.05024153002422,,39.976145217046316,
2022-12-05,39.95,39.91198372060522,,39.9705241869289,,39.92245699470536,
2022-12-06,40.0,39.94509020529355,,40.00280376703449,,39.97451764501603,
2022-12-07,39.85,39.99290841124713,,40.050383016857666,,40.04463285136811,
2022-12-08,39.85,39.86845659207632,,39.92737391249078,,39.93037356548032,
2022-12-09,39.75,39.852383665090805,,39.91056989131518,,40.136828120516334,
2022-12-12,39.65,39.763222829400796,,39.82193512315786,,39.74795000535009,
2022-12-13,39.7,39.66462270525395,,39.723487704143906,,39.691640626405814,
2022-12-13,39.7,39.69543102962105,,39.7532086070363,,39.67920371358686,
2022-12-14,39.75,39.69940991841028,,39.75726871855514,,39.70474828522219,
2022-12-14,39.85,39.743466301312424,,39.80099296471711,,39.835206656143505,
2022-12-15,39.85,39.8362411946092,,39.8933052495351,,39.81021869288352,
2022-12-16,39.75,39.848223053098565,,39.90591584122126,,39.831814169795415,
2022-12-19,39.75,39.762685487213176,,39.82129934293059,,39.77323045940337,
2022-12-20,39.8,39.751638328078386,,39.80974005684034,,39.781445111918295,
